,request_id,pickup_point,driver_id,status,request_timestamp,drop_timestamp,request_time,drop_time,DayOfWeekNum,DayOfWeek,MonthDayNum,HourOfDay,MinOfDay,duration in minutes,hour
4451,1072,Airport,NA,No Cars Available,2016-11-07 19:54:00,,19:54:00,NA,0,Monday,7,19,54,,19
4452,1069,Airport,NA,No Cars Available,2016-11-07 19:57:00,,19:57:00,NA,0,Monday,7,19,57,,19
4453,1073,Airport,NA,No Cars Available,2016-11-07 19:58:00,,19:58:00,NA,0,Monday,7,19,58,,19
4454,1074,Airport,NA,No Cars Available,2016-11-07 20:00:00,,20:00:00,NA,0,Monday,7,20,0,,20
4455,1079,Airport,NA,No Cars Available,2016-11-07 20:01:00,,20:01:00,NA,0,Monday,7,20,1,,20
4456,1075,City,NA,No Cars Available,2016-11-07 20:01:00,,20:01:00,NA,0,Monday,7,20,1,,20
4457,1078,Airport,NA,No Cars Available,2016-11-07 20:01:00,,20:01:00,NA,0,Monday,7,20,1,,20
4458,1076,Airport,NA,No Cars Available,2016-11-07 20:02:00,,20:02:00,NA,0,Monday,7,20,2,,20
4459,1090,Airport,NA,No Cars Available,2016-11-07 20:03:00,,20:03:00,NA,0,Monday,7,20,3,,20
4460,1083,Airport,NA,No Cars Available,2016-11-07 20:04:00,,20:04:00,NA,0,Monday,7,20,4,,20
4461,1089,Airport,NA,No Cars Available,2016-11-07 20:05:00,,20:05:00,NA,0,Monday,7,20,5,,20
4462,1091,Airport,NA,No Cars Available,2016-11-07 20:05:00,,20:05:00,NA,0,Monday,7,20,5,,20
4463,1088,Airport,NA,No Cars Available,2016-11-07 20:06:00,,20:06:00,NA,0,Monday,7,20,6,,20
4464,1093,Airport,NA,No Cars Available,2016-11-07 20:06:00,,20:06:00,NA,0,Monday,7,20,6,,20
4465,1082,Airport,NA,No Cars Available,2016-11-07 20:06:00,,20:06:00,NA,0,Monday,7,20,6,,20
4466,1081,Airport,NA,No Cars Available,2016-11-07 20:07:00,,20:07:00,NA,0,Monday,7,20,7,,20
4467,1102,Airport,NA,No Cars Available,2016-11-07 20:08:00,,20:08:00,NA,0,Monday,7,20,8,,20
4468,1087,Airport,NA,No Cars Available,2016-11-07 20:09:00,,20:09:00,NA,0,Monday,7,20,9,,20
4469,1106,Airport,NA,No Cars Available,2016-11-07 20:11:00,,20:11:00,NA,0,Monday,7,20,11,,20
4470,1096,Airport,NA,No Cars Available,2016-11-07 20:11:00,,20:11:00,NA,0,Monday,7,20,11,,20
4471,1095,Airport,NA,No Cars Available,2016-11-07 20:12:00,,20:12:00,NA,0,Monday,7,20,12,,20
4472,1103,Airport,NA,No Cars Available,2016-11-07 20:12:00,,20:12:00,NA,0,Monday,7,20,12,,20
4473,1092,Airport,NA,No Cars Available,2016-11-07 20:14:00,,20:14:00,NA,0,Monday,7,20,14,,20
4474,1099,Airport,NA,No Cars Available,2016-11-07 20:15:00,,20:15:00,NA,0,Monday,7,20,15,,20
4475,1105,Airport,NA,No Cars Available,2016-11-07 20:18:00,,20:18:00,NA,0,Monday,7,20,18,,20
4476,1111,Airport,NA,No Cars Available,2016-11-07 20:22:00,,20:22:00,NA,0,Monday,7,20,22,,20
4477,1121,Airport,NA,No Cars Available,2016-11-07 20:23:00,,20:23:00,NA,0,Monday,7,20,23,,20
4478,1124,Airport,NA,No Cars Available,2016-11-07 20:23:00,,20:23:00,NA,0,Monday,7,20,23,,20
4479,1118,Airport,NA,No Cars Available,2016-11-07 20:23:00,,20:23:00,NA,0,Monday,7,20,23,,20
4480,1132,City,NA,No Cars Available,2016-11-07 20:26:00,,20:26:00,NA,0,Monday,7,20,26,,20
4481,1126,Airport,NA,No Cars Available,2016-11-07 20:28:00,,20:28:00,NA,0,Monday,7,20,28,,20
4482,1120,Airport,NA,No Cars Available,2016-11-07 20:29:00,,20:29:00,NA,0,Monday,7,20,29,,20
4483,1122,Airport,NA,No Cars Available,2016-11-07 20:29:00,,20:29:00,NA,0,Monday,7,20,29,,20
4484,1125,City,NA,No Cars Available,2016-11-07 20:29:00,,20:29:00,NA,0,Monday,7,20,29,,20
4485,1127,Airport,NA,No Cars Available,2016-11-07 20:30:00,,20:30:00,NA,0,Monday,7,20,30,,20
4486,1128,Airport,NA,No Cars Available,2016-11-07 20:30:00,,20:30:00,NA,0,Monday,7,20,30,,20
4487,1140,Airport,NA,No Cars Available,2016-11-07 20:31:00,,20:31:00,NA,0,Monday,7,20,31,,20
4488,1139,Airport,NA,No Cars Available,2016-11-07 20:33:00,,20:33:00,NA,0,Monday,7,20,33,,20
4489,1131,Airport,NA,No Cars Available,2016-11-07 20:35:00,,20:35:00,NA,0,Monday,7,20,35,,20
4490,1143,Airport,NA,No Cars Available,2016-11-07 20:37:00,,20:37:00,NA,0,Monday,7,20,37,,20
4491,1141,Airport,NA,No Cars Available,2016-11-07 20:38:00,,20:38:00,NA,0,Monday,7,20,38,,20
4492,1145,Airport,NA,No Cars Available,2016-11-07 20:40:00,,20:40:00,NA,0,Monday,7,20,40,,20
4493,1153,Airport,NA,No Cars Available,2016-11-07 20:40:00,,20:40:00,NA,0,Monday,7,20,40,,20
4494,1146,Airport,NA,No Cars Available,2016-11-07 20:40:00,,20:40:00,NA,0,Monday,7,20,40,,20
4495,1144,Airport,NA,No Cars Available,2016-11-07 20:41:00,,20:41:00,NA,0,Monday,7,20,41,,20
4496,1149,Airport,NA,No Cars Available,2016-11-07 20:43:00,,20:43:00,NA,0,Monday,7,20,43,,20
4497,1158,Airport,NA,No Cars Available,2016-11-07 20:44:00,,20:44:00,NA,0,Monday,7,20,44,,20
4498,1148,City,NA,No Cars Available,2016-11-07 20:45:00,,20:45:00,NA,0,Monday,7,20,45,,20
4499,1159,Airport,NA,No Cars Available,2016-11-07 20:45:00,,20:45:00,NA,0,Monday,7,20,45,,20
4500,1150,Airport,NA,No Cars Available,2016-11-07 20:45:00,,20:45:00,NA,0,Monday,7,20,45,,20
4501,1155,Airport,NA,No Cars Available,2016-11-07 20:46:00,,20:46:00,NA,0,Monday,7,20,46,,20
4502,1160,Airport,NA,No Cars Available,2016-11-07 20:47:00,,20:47:00,NA,0,Monday,7,20,47,,20
4503,1157,Airport,NA,No Cars Available,2016-11-07 20:47:00,,20:47:00,NA,0,Monday,7,20,47,,20
4504,1161,Airport,NA,No Cars Available,2016-11-07 20:47:00,,20:47:00,NA,0,Monday,7,20,47,,20
4505,1154,Airport,NA,No Cars Available,2016-11-07 20:47:00,,20:47:00,NA,0,Monday,7,20,47,,20
4506,1168,Airport,NA,No Cars Available,2016-11-07 20:48:00,,20:48:00,NA,0,Monday,7,20,48,,20
4507,1165,City,NA,No Cars Available,2016-11-07 20:48:00,,20:48:00,NA,0,Monday,7,20,48,,20
4508,1166,Airport,NA,No Cars Available,2016-11-07 20:49:00,,20:49:00,NA,0,Monday,7,20,49,,20
4509,1169,Airport,NA,No Cars Available,2016-11-07 20:54:00,,20:54:00,NA,0,Monday,7,20,54,,20
4510,1173,Airport,NA,No Cars Available,2016-11-07 20:57:00,,20:57:00,NA,0,Monday,7,20,57,,20
4511,1174,Airport,NA,No Cars Available,2016-11-07 20:58:00,,20:58:00,NA,0,Monday,7,20,58,,20
4512,1182,Airport,NA,No Cars Available,2016-11-07 21:00:00,,21:00:00,NA,0,Monday,7,21,0,,21
4513,1176,Airport,NA,No Cars Available,2016-11-07 21:01:00,,21:01:00,NA,0,Monday,7,21,1,,21
4514,1177,Airport,NA,No Cars Available,2016-11-07 21:03:00,,21:03:00,NA,0,Monday,7,21,3,,21
4515,1185,Airport,NA,No Cars Available,2016-11-07 21:05:00,,21:05:00,NA,0,Monday,7,21,5,,21
4516,1189,Airport,NA,No Cars Available,2016-11-07 21:08:00,,21:08:00,NA,0,Monday,7,21,8,,21
4517,1191,Airport,NA,No Cars Available,2016-11-07 21:10:00,,21:10:00,NA,0,Monday,7,21,10,,21
4518,1188,City,NA,No Cars Available,2016-11-07 21:14:00,,21:14:00,NA,0,Monday,7,21,14,,21
4519,1192,Airport,NA,No Cars Available,2016-11-07 21:15:00,,21:15:00,NA,0,Monday,7,21,15,,21
4520,1195,Airport,NA,No Cars Available,2016-11-07 21:15:00,,21:15:00,NA,0,Monday,7,21,15,,21
4521,1194,Airport,NA,No Cars Available,2016-11-07 21:15:00,,21:15:00,NA,0,Monday,7,21,15,,21
4522,1198,Airport,NA,No Cars Available,2016-11-07 21:16:00,,21:16:00,NA,0,Monday,7,21,16,,21
4523,1193,Airport,NA,No Cars Available,2016-11-07 21:17:00,,21:17:00,NA,0,Monday,7,21,17,,21
4524,1204,Airport,NA,No Cars Available,2016-11-07 21:18:00,,21:18:00,NA,0,Monday,7,21,18,,21
4525,1201,Airport,NA,No Cars Available,2016-11-07 21:19:00,,21:19:00,NA,0,Monday,7,21,19,,21
4526,1205,Airport,NA,No Cars Available,2016-11-07 21:20:00,,21:20:00,NA,0,Monday,7,21,20,,21
4527,1211,Airport,NA,No Cars Available,2016-11-07 21:25:00,,21:25:00,NA,0,Monday,7,21,25,,21
4528,1213,Airport,NA,No Cars Available,2016-11-07 21:26:00,,21:26:00,NA,0,Monday,7,21,26,,21
4529,1219,Airport,NA,No Cars Available,2016-11-07 21:26:00,,21:26:00,NA,0,Monday,7,21,26,,21
4530,1218,Airport,NA,No Cars Available,2016-11-07 21:26:00,,21:26:00,NA,0,Monday,7,21,26,,21
4531,1208,Airport,NA,No Cars Available,2016-11-07 21:28:00,,21:28:00,NA,0,Monday,7,21,28,,21
4532,1220,Airport,NA,No Cars Available,2016-11-07 21:29:00,,21:29:00,NA,0,Monday,7,21,29,,21
4533,1212,Airport,NA,No Cars Available,2016-11-07 21:29:00,,21:29:00,NA,0,Monday,7,21,29,,21
4534,1223,Airport,NA,No Cars Available,2016-11-07 21:29:00,,21:29:00,NA,0,Monday,7,21,29,,21
4535,1222,Airport,NA,No Cars Available,2016-11-07 21:29:00,,21:29:00,NA,0,Monday,7,21,29,,21
4536,1209,Airport,NA,No Cars Available,2016-11-07 21:30:00,,21:30:00,NA,0,Monday,7,21,30,,21
4537,1239,Airport,NA,No Cars Available,2016-11-07 21:34:00,,21:34:00,NA,0,Monday,7,21,34,,21
4538,1221,Airport,NA,No Cars Available,2016-11-07 21:35:00,,21:35:00,NA,0,Monday,7,21,35,,21
4539,1229,Airport,NA,No Cars Available,2016-11-07 21:35:00,,21:35:00,NA,0,Monday,7,21,35,,21
4540,1242,Airport,NA,No Cars Available,2016-11-07 21:36:00,,21:36:00,NA,0,Monday,7,21,36,,21
4541,1237,Airport,NA,No Cars Available,2016-11-07 21:37:00,,21:37:00,NA,0,Monday,7,21,37,,21
4542,1225,Airport,NA,No Cars Available,2016-11-07 21:37:00,,21:37:00,NA,0,Monday,7,21,37,,21
4543,1224,Airport,NA,No Cars Available,2016-11-07 21:38:00,,21:38:00,NA,0,Monday,7,21,38,,21
4544,1243,Airport,NA,No Cars Available,2016-11-07 21:38:00,,21:38:00,NA,0,Monday,7,21,38,,21
4545,1232,Airport,NA,No Cars Available,2016-11-07 21:39:00,,21:39:00,NA,0,Monday,7,21,39,,21
4546,1236,Airport,NA,No Cars Available,2016-11-07 21:39:00,,21:39:00,NA,0,Monday,7,21,39,,21
4547,1226,City,NA,No Cars Available,2016-11-07 21:39:00,,21:39:00,NA,0,Monday,7,21,39,,21
4548,1230,Airport,NA,No Cars Available,2016-11-07 21:42:00,,21:42:00,NA,0,Monday,7,21,42,,21
4549,1240,Airport,NA,No Cars Available,2016-11-07 21:43:00,,21:43:00,NA,0,Monday,7,21,43,,21
4550,1235,Airport,NA,No Cars Available,2016-11-07 21:43:00,,21:43:00,NA,0,Monday,7,21,43,,21
4551,1248,Airport,NA,No Cars Available,2016-11-07 21:44:00,,21:44:00,NA,0,Monday,7,21,44,,21
4552,1234,Airport,NA,No Cars Available,2016-11-07 21:45:00,,21:45:00,NA,0,Monday,7,21,45,,21
4553,1246,Airport,NA,No Cars Available,2016-11-07 21:47:00,,21:47:00,NA,0,Monday,7,21,47,,21
4554,1249,Airport,NA,No Cars Available,2016-11-07 21:49:00,,21:49:00,NA,0,Monday,7,21,49,,21
4555,1250,Airport,NA,No Cars Available,2016-11-07 21:50:00,,21:50:00,NA,0,Monday,7,21,50,,21
4556,1255,Airport,NA,No Cars Available,2016-11-07 21:54:00,,21:54:00,NA,0,Monday,7,21,54,,21
4557,1257,Airport,NA,No Cars Available,2016-11-07 21:55:00,,21:55:00,NA,0,Monday,7,21,55,,21
4558,1256,Airport,NA,No Cars Available,2016-11-07 21:55:00,,21:55:00,NA,0,Monday,7,21,55,,21
4559,1259,Airport,NA,No Cars Available,2016-11-07 21:58:00,,21:58:00,NA,0,Monday,7,21,58,,21
4560,1253,Airport,NA,No Cars Available,2016-11-07 21:58:00,,21:58:00,NA,0,Monday,7,21,58,,21
4561,1269,Airport,NA,No Cars Available,2016-11-07 21:59:00,,21:59:00,NA,0,Monday,7,21,59,,21
4562,1270,Airport,NA,No Cars Available,2016-11-07 22:00:00,,22:00:00,NA,0,Monday,7,22,0,,22
4563,1261,Airport,NA,No Cars Available,2016-11-07 22:01:00,,22:01:00,NA,0,Monday,7,22,1,,22
4564,1263,Airport,NA,No Cars Available,2016-11-07 22:02:00,,22:02:00,NA,0,Monday,7,22,2,,22
4565,1265,Airport,NA,No Cars Available,2016-11-07 22:02:00,,22:02:00,NA,0,Monday,7,22,2,,22
4566,1276,Airport,NA,No Cars Available,2016-11-07 22:04:00,,22:04:00,NA,0,Monday,7,22,4,,22
4567,1268,Airport,NA,No Cars Available,2016-11-07 22:04:00,,22:04:00,NA,0,Monday,7,22,4,,22
4568,1264,Airport,NA,No Cars Available,2016-11-07 22:05:00,,22:05:00,NA,0,Monday,7,22,5,,22
4569,1282,Airport,NA,No Cars Available,2016-11-07 22:08:00,,22:08:00,NA,0,Monday,7,22,8,,22
4570,1280,Airport,NA,No Cars Available,2016-11-07 22:09:00,,22:09:00,NA,0,Monday,7,22,9,,22
4571,1284,Airport,NA,No Cars Available,2016-11-07 22:17:00,,22:17:00,NA,0,Monday,7,22,17,,22
4572,1288,City,NA,No Cars Available,2016-11-07 22:20:00,,22:20:00,NA,0,Monday,7,22,20,,22
4573,1287,Airport,NA,No Cars Available,2016-11-07 22:20:00,,22:20:00,NA,0,Monday,7,22,20,,22
4574,1292,City,NA,No Cars Available,2016-11-07 22:23:00,,22:23:00,NA,0,Monday,7,22,23,,22
4575,1291,City,NA,No Cars Available,2016-11-07 22:25:00,,22:25:00,NA,0,Monday,7,22,25,,22
4576,1298,City,NA,No Cars Available,2016-11-07 22:28:00,,22:28:00,NA,0,Monday,7,22,28,,22
4577,1302,City,NA,No Cars Available,2016-11-07 22:30:00,,22:30:00,NA,0,Monday,7,22,30,,22
4578,1305,City,NA,No Cars Available,2016-11-07 22:31:00,,22:31:00,NA,0,Monday,7,22,31,,22
4579,1304,City,NA,No Cars Available,2016-11-07 22:35:00,,22:35:00,NA,0,Monday,7,22,35,,22
4580,1311,City,NA,No Cars Available,2016-11-07 22:49:00,,22:49:00,NA,0,Monday,7,22,49,,22
4581,1313,Airport,NA,No Cars Available,2016-11-07 22:50:00,,22:50:00,NA,0,Monday,7,22,50,,22
4582,1323,City,NA,No Cars Available,2016-11-07 23:00:00,,23:00:00,NA,0,Monday,7,23,0,,23
4583,1322,Airport,NA,No Cars Available,2016-11-07 23:04:00,,23:04:00,NA,0,Monday,7,23,4,,23
4584,1328,Airport,NA,No Cars Available,2016-11-07 23:07:00,,23:07:00,NA,0,Monday,7,23,7,,23
4585,1327,Airport,NA,No Cars Available,2016-11-07 23:10:00,,23:10:00,NA,0,Monday,7,23,10,,23
4586,1331,Airport,NA,No Cars Available,2016-11-07 23:13:00,,23:13:00,NA,0,Monday,7,23,13,,23
4587,1332,City,NA,No Cars Available,2016-11-07 23:14:00,,23:14:00,NA,0,Monday,7,23,14,,23
4588,1334,City,NA,No Cars Available,2016-11-07 23:19:00,,23:19:00,NA,0,Monday,7,23,19,,23
4589,1335,City,NA,No Cars Available,2016-11-07 23:20:00,,23:20:00,NA,0,Monday,7,23,20,,23
4590,1337,Airport,NA,No Cars Available,2016-11-07 23:22:00,,23:22:00,NA,0,Monday,7,23,22,,23
4591,1342,City,NA,No Cars Available,2016-11-07 23:30:00,,23:30:00,NA,0,Monday,7,23,30,,23
4592,1348,City,NA,No Cars Available,2016-11-07 23:42:00,,23:42:00,NA,0,Monday,7,23,42,,23
4593,1347,City,NA,No Cars Available,2016-11-07 23:44:00,,23:44:00,NA,0,Monday,7,23,44,,23
4594,1355,Airport,NA,No Cars Available,2016-11-07 23:45:00,,23:45:00,NA,0,Monday,7,23,45,,23
4595,1352,Airport,NA,No Cars Available,2016-11-07 23:49:00,,23:49:00,NA,0,Monday,7,23,49,,23
4596,1357,City,NA,No Cars Available,2016-11-07 23:52:00,,23:52:00,NA,0,Monday,7,23,52,,23
4597,1358,City,NA,No Cars Available,2016-11-07 23:57:00,,23:57:00,NA,0,Monday,7,23,57,,23
4598,1361,City,NA,No Cars Available,2016-11-07 23:58:00,,23:58:00,NA,0,Monday,7,23,58,,23
4599,2682,Airport,NA,No Cars Available,2016-12-07 00:10:00,,00:10:00,NA,2,Wednesday,7,0,10,,0
4600,2680,City,NA,No Cars Available,2016-12-07 00:12:00,,00:12:00,NA,2,Wednesday,7,0,12,,0
4601,1370,Airport,NA,No Cars Available,2016-12-07 00:22:00,,00:22:00,NA,2,Wednesday,7,0,22,,0
4602,1372,City,NA,No Cars Available,2016-12-07 00:28:00,,00:28:00,NA,2,Wednesday,7,0,28,,0
4603,1373,City,NA,No Cars Available,2016-12-07 00:34:00,,00:34:00,NA,2,Wednesday,7,0,34,,0
4604,1375,City,NA,No Cars Available,2016-12-07 00:38:00,,00:38:00,NA,2,Wednesday,7,0,38,,0
4605,1374,Airport,NA,No Cars Available,2016-12-07 00:40:00,,00:40:00,NA,2,Wednesday,7,0,40,,0
4606,1376,Airport,NA,No Cars Available,2016-12-07 00:40:00,,00:40:00,NA,2,Wednesday,7,0,40,,0
4607,1379,Airport,NA,No Cars Available,2016-12-07 00:58:00,,00:58:00,NA,2,Wednesday,7,0,58,,0
4608,1378,Airport,NA,No Cars Available,2016-12-07 00:59:00,,00:59:00,NA,2,Wednesday,7,0,59,,0
4609,1385,Airport,NA,No Cars Available,2016-12-07 01:28:00,,01:28:00,NA,2,Wednesday,7,1,28,,1
4610,1388,City,NA,No Cars Available,2016-12-07 01:47:00,,01:47:00,NA,2,Wednesday,7,1,47,,1
4611,1389,Airport,NA,No Cars Available,2016-12-07 01:54:00,,01:54:00,NA,2,Wednesday,7,1,54,,1
4612,1390,Airport,NA,No Cars Available,2016-12-07 02:03:00,,02:03:00,NA,2,Wednesday,7,2,3,,2
4613,1392,City,NA,No Cars Available,2016-12-07 02:08:00,,02:08:00,NA,2,Wednesday,7,2,8,,2
4614,1393,City,NA,No Cars Available,2016-12-07 02:08:00,,02:08:00,NA,2,Wednesday,7,2,8,,2
4615,1391,City,NA,No Cars Available,2016-12-07 02:09:00,,02:09:00,NA,2,Wednesday,7,2,9,,2
4616,1394,Airport,NA,No Cars Available,2016-12-07 02:13:00,,02:13:00,NA,2,Wednesday,7,2,13,,2
4617,1395,Airport,NA,No Cars Available,2016-12-07 02:24:00,,02:24:00,NA,2,Wednesday,7,2,24,,2
4618,1396,Airport,NA,No Cars Available,2016-12-07 02:26:00,,02:26:00,NA,2,Wednesday,7,2,26,,2
4619,1397,City,NA,No Cars Available,2016-12-07 02:33:00,,02:33:00,NA,2,Wednesday,7,2,33,,2
4620,1398,City,NA,No Cars Available,2016-12-07 02:33:00,,02:33:00,NA,2,Wednesday,7,2,33,,2
4621,1400,Airport,NA,No Cars Available,2016-12-07 02:36:00,,02:36:00,NA,2,Wednesday,7,2,36,,2
4622,1404,Airport,NA,No Cars Available,2016-12-07 02:56:00,,02:56:00,NA,2,Wednesday,7,2,56,,2
4623,1405,Airport,NA,No Cars Available,2016-12-07 02:57:00,,02:57:00,NA,2,Wednesday,7,2,57,,2
4624,1409,Airport,NA,No Cars Available,2016-12-07 03:13:00,,03:13:00,NA,2,Wednesday,7,3,13,,3
4625,1407,Airport,NA,No Cars Available,2016-12-07 03:13:00,,03:13:00,NA,2,Wednesday,7,3,13,,3
4626,1411,City,NA,No Cars Available,2016-12-07 03:19:00,,03:19:00,NA,2,Wednesday,7,3,19,,3
4627,1412,Airport,NA,No Cars Available,2016-12-07 03:19:00,,03:19:00,NA,2,Wednesday,7,3,19,,3
4628,1415,Airport,NA,No Cars Available,2016-12-07 03:23:00,,03:23:00,NA,2,Wednesday,7,3,23,,3
4629,1416,City,NA,No Cars Available,2016-12-07 03:25:00,,03:25:00,NA,2,Wednesday,7,3,25,,3
4630,1413,City,NA,No Cars Available,2016-12-07 03:31:00,,03:31:00,NA,2,Wednesday,7,3,31,,3
4631,1418,Airport,NA,No Cars Available,2016-12-07 03:51:00,,03:51:00,NA,2,Wednesday,7,3,51,,3
4632,1420,City,NA,No Cars Available,2016-12-07 04:02:00,,04:02:00,NA,2,Wednesday,7,4,2,,4
4633,1421,City,NA,No Cars Available,2016-12-07 04:05:00,,04:05:00,NA,2,Wednesday,7,4,5,,4
4634,1423,Airport,NA,No Cars Available,2016-12-07 04:15:00,,04:15:00,NA,2,Wednesday,7,4,15,,4
4635,1427,Airport,NA,No Cars Available,2016-12-07 04:28:00,,04:28:00,NA,2,Wednesday,7,4,28,,4
4636,1424,Airport,NA,No Cars Available,2016-12-07 04:29:00,,04:29:00,NA,2,Wednesday,7,4,29,,4
4637,1428,Airport,NA,No Cars Available,2016-12-07 04:35:00,,04:35:00,NA,2,Wednesday,7,4,35,,4
4638,1431,Airport,NA,No Cars Available,2016-12-07 04:40:00,,04:40:00,NA,2,Wednesday,7,4,40,,4
4639,1432,City,NA,No Cars Available,2016-12-07 04:40:00,,04:40:00,NA,2,Wednesday,7,4,40,,4
4640,1430,City,NA,No Cars Available,2016-12-07 04:42:00,,04:42:00,NA,2,Wednesday,7,4,42,,4
4641,1440,Airport,NA,No Cars Available,2016-12-07 04:44:00,,04:44:00,NA,2,Wednesday,7,4,44,,4
4642,1438,City,NA,No Cars Available,2016-12-07 04:44:00,,04:44:00,NA,2,Wednesday,7,4,44,,4
4643,1433,City,NA,No Cars Available,2016-12-07 04:46:00,,04:46:00,NA,2,Wednesday,7,4,46,,4
4644,1448,City,NA,No Cars Available,2016-12-07 04:48:00,,04:48:00,NA,2,Wednesday,7,4,48,,4
4645,1441,City,NA,No Cars Available,2016-12-07 04:49:00,,04:49:00,NA,2,Wednesday,7,4,49,,4
4646,1443,City,NA,No Cars Available,2016-12-07 04:50:00,,04:50:00,NA,2,Wednesday,7,4,50,,4
4647,1460,City,NA,No Cars Available,2016-12-07 04:56:00,,04:56:00,NA,2,Wednesday,7,4,56,,4
4648,1463,City,NA,No Cars Available,2016-12-07 05:02:00,,05:02:00,NA,2,Wednesday,7,5,2,,5
4649,1466,City,NA,No Cars Available,2016-12-07 05:06:00,,05:06:00,NA,2,Wednesday,7,5,6,,5
4650,1470,City,NA,No Cars Available,2016-12-07 05:06:00,,05:06:00,NA,2,Wednesday,7,5,6,,5
4651,1473,City,NA,No Cars Available,2016-12-07 05:18:00,,05:18:00,NA,2,Wednesday,7,5,18,,5
4652,1482,City,NA,No Cars Available,2016-12-07 05:22:00,,05:22:00,NA,2,Wednesday,7,5,22,,5
4653,1494,City,NA,No Cars Available,2016-12-07 05:29:00,,05:29:00,NA,2,Wednesday,7,5,29,,5
4654,1512,City,NA,No Cars Available,2016-12-07 05:45:00,,05:45:00,NA,2,Wednesday,7,5,45,,5
4655,1523,City,NA,No Cars Available,2016-12-07 05:49:00,,05:49:00,NA,2,Wednesday,7,5,49,,5
4656,1522,City,NA,No Cars Available,2016-12-07 05:52:00,,05:52:00,NA,2,Wednesday,7,5,52,,5
4657,1530,City,NA,No Cars Available,2016-12-07 05:52:00,,05:52:00,NA,2,Wednesday,7,5,52,,5
4658,1542,City,NA,No Cars Available,2016-12-07 05:54:00,,05:54:00,NA,2,Wednesday,7,5,54,,5
4659,1535,City,NA,No Cars Available,2016-12-07 05:58:00,,05:58:00,NA,2,Wednesday,7,5,58,,5
4660,1546,City,NA,No Cars Available,2016-12-07 06:02:00,,06:02:00,NA,2,Wednesday,7,6,2,,6
4661,1552,City,NA,No Cars Available,2016-12-07 06:05:00,,06:05:00,NA,2,Wednesday,7,6,5,,6
4662,1538,City,NA,No Cars Available,2016-12-07 06:06:00,,06:06:00,NA,2,Wednesday,7,6,6,,6
4663,1547,City,NA,No Cars Available,2016-12-07 06:07:00,,06:07:00,NA,2,Wednesday,7,6,7,,6
4664,1556,City,NA,No Cars Available,2016-12-07 06:10:00,,06:10:00,NA,2,Wednesday,7,6,10,,6
4665,1579,City,NA,No Cars Available,2016-12-07 06:28:00,,06:28:00,NA,2,Wednesday,7,6,28,,6
4666,1570,Airport,NA,No Cars Available,2016-12-07 06:28:00,,06:28:00,NA,2,Wednesday,7,6,28,,6
4667,1580,City,NA,No Cars Available,2016-12-07 06:29:00,,06:29:00,NA,2,Wednesday,7,6,29,,6
4668,1586,City,NA,No Cars Available,2016-12-07 06:29:00,,06:29:00,NA,2,Wednesday,7,6,29,,6
4669,1583,City,NA,No Cars Available,2016-12-07 06:30:00,,06:30:00,NA,2,Wednesday,7,6,30,,6
4670,1593,City,NA,No Cars Available,2016-12-07 06:30:00,,06:30:00,NA,2,Wednesday,7,6,30,,6
4671,1590,City,NA,No Cars Available,2016-12-07 06:35:00,,06:35:00,NA,2,Wednesday,7,6,35,,6
4672,1605,City,NA,No Cars Available,2016-12-07 06:39:00,,06:39:00,NA,2,Wednesday,7,6,39,,6
4673,1602,City,NA,No Cars Available,2016-12-07 06:41:00,,06:41:00,NA,2,Wednesday,7,6,41,,6
4674,1609,City,NA,No Cars Available,2016-12-07 06:43:00,,06:43:00,NA,2,Wednesday,7,6,43,,6
4675,1610,City,NA,No Cars Available,2016-12-07 06:45:00,,06:45:00,NA,2,Wednesday,7,6,45,,6
4676,1608,City,NA,No Cars Available,2016-12-07 06:50:00,,06:50:00,NA,2,Wednesday,7,6,50,,6
4677,1622,City,NA,No Cars Available,2016-12-07 06:55:00,,06:55:00,NA,2,Wednesday,7,6,55,,6
4678,1631,City,NA,No Cars Available,2016-12-07 07:04:00,,07:04:00,NA,2,Wednesday,7,7,4,,7
4679,1624,Airport,NA,No Cars Available,2016-12-07 07:04:00,,07:04:00,NA,2,Wednesday,7,7,4,,7
4680,1639,City,NA,No Cars Available,2016-12-07 07:12:00,,07:12:00,NA,2,Wednesday,7,7,12,,7
4681,1646,City,NA,No Cars Available,2016-12-07 07:18:00,,07:18:00,NA,2,Wednesday,7,7,18,,7
4682,1673,City,NA,No Cars Available,2016-12-07 07:46:00,,07:46:00,NA,2,Wednesday,7,7,46,,7
4683,1685,City,NA,No Cars Available,2016-12-07 07:47:00,,07:47:00,NA,2,Wednesday,7,7,47,,7
4684,1717,City,NA,No Cars Available,2016-12-07 08:07:00,,08:07:00,NA,2,Wednesday,7,8,7,,8
4685,1716,City,NA,No Cars Available,2016-12-07 08:07:00,,08:07:00,NA,2,Wednesday,7,8,7,,8
4686,1710,City,NA,No Cars Available,2016-12-07 08:11:00,,08:11:00,NA,2,Wednesday,7,8,11,,8
4687,1711,City,NA,No Cars Available,2016-12-07 08:12:00,,08:12:00,NA,2,Wednesday,7,8,12,,8
4688,1715,City,NA,No Cars Available,2016-12-07 08:13:00,,08:13:00,NA,2,Wednesday,7,8,13,,8
4689,1719,City,NA,No Cars Available,2016-12-07 08:14:00,,08:14:00,NA,2,Wednesday,7,8,14,,8
